third_ac,arrival,from_station_code,name,zone,chair_car,first_class,sleeper,from_station_name,number,departure,return_train,to_station_code,second_ac,classes,to_station_name,type,first_ac,distance,duration
0,12:05:00,MMR,Manmad Pune Express(Via Nasik),CR,1,0,0,MANMAD JN,11025,04:30:00,11026,PUNE,0,,PUNE JN,Exp,0,364.0,7.583333313465118
0,21:30:00,PUNE,Pune Manmad Express,CR,1,0,0,PUNE JN,11026,12:50:00,11025,MMR,0,,MANMAD JN,Exp,0,364.0,8.666666686534882
1,04:55:00,CSTM,Mumbai CST-Chennai Mail,CR,0,0,1,MUMBAI CST,11027,23:45:00,11028,MAS,1,,CHENNAI CENTRAL,Mail,0,1283.0,29.16666667163372
0,20:25:00,CSTM,Koyna Express,CR,1,0,0,MUMBAI CST,11029,08:40:00,11030,KOP,0,,C SHAHU M RAJ KOLHAPUR TERM,Exp,0,518.0,11.75
0,20:22:00,KOP,Koyna Express,CR,1,0,0,C SHAHU M RAJ KOLHAPUR TERM,11030,07:55:00,11029,CSTM,0,,MUMBAI CST,Exp,0,518.0,12.449999988079073
1,06:45:00,PUNE,PUNE - DARBHANGA Gyan Ganga Exp,CR,0,0,1,PUNE JN,11033,16:15:00,11034,DBG,1,,DARBHANGA JN,Exp,0,1948.0,38.5
1,21:45:00,DR,Dadar-Mysore Sharavati Express,CR,0,0,1,MUMBAI DADAR CENTRAL,11035,21:30:00,11036,MYS,1,,MYSORE JN,Exp,0,1212.0,24.25
1,05:50:00,MYS,Mysore-Dadar Sharavati Express,CR,0,0,1,MYSORE JN,11036,06:15:00,11035,DR,1,,MUMBAI DADAR CENTRAL,Exp,0,1212.0,23.58333331346512
1,01:15:00,PUNE,PUNE - GORAKHPUR Exp,CR,0,0,1,PUNE JN,11037,16:15:00,11038,GKP,1,,GORAKHPUR JN,Exp,0,1771.0,33.0
1,04:05:00,GKP,GORAKHPUR - PUNE Exp,CR,0,0,1,GORAKHPUR JN,11038,15:30:00,11037,PUNE,1,,PUNE JN,Exp,0,1771.0,36.58333331346512
1,20:15:00,KOP,Maharashtra Express,CR,0,0,1,C SHAHU M RAJ KOLHAPUR TERM,11039,15:30:00,11040,G,1,,GONDIA JN,Exp,0,1346.0,28.75
1,12:45:00,G,Maharashtra Express,CR,0,0,1,GONDIA JN,11040,08:20:00,11039,KOP,1,,C SHAHU M RAJ KOLHAPUR TERM,Exp,0,1346.0,28.41666665673256
1,16:45:00,CSTM,Mumbai - Chennai Express,CR,0,0,1,MUMBAI CST,11041,14:00:00,11042,MAS,1,,CHENNAI CENTRAL,Exp,0,1283.0,26.75
1,12:00:00,KOP,KOLHAPUR CSMT - DHANBAD Deekshabhoomi Exp,CR,0,0,1,C SHAHU M RAJ KOLHAPUR TERM,11045,23:45:00,11046,DHN,0,,DHANBAD JN,Exp,0,2968.0,60.25
1,15:25:00,ADI,Ahmedabad-Kolhapur Express,CR,0,0,1,AHMEDABAD JN,11049,19:30:00,11050,KOP,1,,C SHAHU M RAJ KOLHAPUR TERM,Exp,0,961.0,19.91666668653488
1,07:45:00,KOP,Kolhapur-Ahmedabad Express,CR,0,0,1,C SHAHU M RAJ KOLHAPUR TERM,11050,12:50:00,11049,ADI,1,,AHMEDABAD JN,Exp,0,961.0,18.91666668653488
1,16:05:00,GKP,GORAKHPUR - MUMBAI LTT Exp,CR,0,0,1,GORAKHPUR JN,11056,06:25:00,11055,LTT,1,,LOKMANYA TILAK TERM,Exp,0,1733.0,33.66666668653488
1,20:55:00,LTT,MUMBAI LTT - CHHAPRA Godan Exp,CR,0,0,1,LOKMANYA TILAK TERM,11059,10:55:00,11060,CPR,1,,CHHAPRA,Exp,0,1772.0,34.0
1,16:05:00,CPR,CHHAPRA - MUMBAI LTT Godan Exp,CR,0,0,1,CHHAPRA,11060,05:30:00,11059,LTT,1,,LOKMANYA TILAK TERM,Exp,0,1772.0,34.58333331346512
1,03:45:00,DBG,DARBHANGA - MUMBAI LTT Pawan Exp,CR,0,0,1,DARBHANGA JN,11062,15:50:00,11061,LTT,1,,LOKMANYA TILAK TERM,Exp,0,1791.0,35.91666668653488
0,13:40:00,CBE,Coimbatore-Mayiladuturai Jan Shatabdi,SR,1,0,0,COIMBATORE JN,12084,07:00:00,12083,MV,0,,MAYILADUTURAI JN,JShtb,0,362.0,6.666666686534882
0,12:15:00,BGP,InterCity Express,ER,1,0,0,BHAGALPUR,13401,05:25:00,13402,DNR,0,,DANAPUR,Exp,0,231.0,6.833333313465118
0,21:00:00,BGP,InterCity Express,ER,0,0,0,BHAGALPUR,13410,16:40:00,13409,MLDT,0,,MALDA TOWN,Exp,0,178.0,4.333333343267441
1,18:45:00,CSTM,MUMBAI CST - MADGAON Mandovi Exp,KR,0,0,1,MUMBAI CST,10103,06:55:00,10104,MAO,1,,MADGAON,Exp,1,765.0,11.833333313465118
1,21:30:00,MAO,MADGAON - MUMBAI CST Mandovi Exp,KR,0,0,1,MADGAON,10104,09:30:00,10103,CSTM,1,,MUMBAI CST,Exp,1,765.0,12.0
1,10:55:00,MAO,Madgaon Ernakulam Weekly Super Fast Express,KR,0,0,1,MADGAON,10215,21:30:00,10216,ERS,1,,ERNAKULAM JN,Exp,1,850.0,13.41666665673256
1,04:00:00,ERS,Ernakulam Madgaon Weekly SF Express,KR,0,0,1,ERNAKULAM JN,10216,14:35:00,10215,MAO,1,,MADGAON,Exp,1,850.0,13.41666665673256
1,10:55:00,DR,DADAR - SAWANTWADI RD Rajya Rani Exp,CR,0,0,1,MUMBAI DADAR CENTRAL,11003,23:55:00,11004,SWV,1,,SAWANTWADI ROAD,Exp,0,646.0,11.0
1,06:30:00,SWV,SAWANTWADI RD - DADAR Rajya Rani Exp,CR,0,0,1,SAWANTWADI ROAD,11004,18:10:00,11003,DR,1,,MUMBAI DADAR CENTRAL,Exp,0,646.0,12.33333334326744
0,11:10:00,CSTM,Deccan Express,CR,1,0,0,MUMBAI CST,11007,07:10:00,11008,PUNE,0,,PUNE JN,Exp,0,192.0,4.0
0,18:40:00,CSTM,Sinhagad Express,CR,1,0,0,MUMBAI CST,11009,14:30:00,11008,PUNE,0,,PUNE JN,Exp,0,192.0,4.16666667163372
0,09:55:00,PUNE,Sinhagad Express,CR,1,0,0,PUNE JN,11010,06:05:00,11009,CSTM,0,,MUMBAI CST,Exp,0,192.0,3.8333333134651184
1,14:30:00,CBE,Coimbatore Mumbai LTT Express,CR,0,0,1,COIMBATORE JN,11014,08:00:00,11013,LTT,1,,LOKMANYA TILAK TERM,Exp,1,1518.0,30.5
1,08:55:00,BSB,Varanasi-Gwalior Bundelkhand Express,NCR,0,0,1,VARANASI JN,11108,18:05:00,11107,GWL,1,,GWALIOR JN,Exp,1,624.0,14.833333313465118
0,12:00:00,JHS,Jhansi-Lucknow Intercity Express,CR,1,0,0,JHANSI JN,11109,06:10:00,11110,LKO,0,,LUCKNOW,Exp,0,292.0,5.833333313465118
0,22:35:00,LKO,Lucknow-Jhansi InterCity,CR,1,0,0,LUCKNOW,11110,16:30:00,11109,JHS,0,,JHANSI JN,Exp,0,292.0,6.08333333581686
1,21:00:00,BJU,Barauni-Gwalior Mail,NCR,0,0,1,BARAUNI JN,11123,18:45:00,11124,GWL,1,,GWALIOR JN,Mail,0,1055.0,26.25
1,13:05:00,GWL,Gwalior Barauni Mail,NCR,0,0,1,GWALIOR JN,11124,11:45:00,11123,BJU,1,,BARAUNI JN,Mail,0,1055.0,25.33333334326744
1,08:25:00,INDB,Indore Gwalior Express,CR,0,0,1,INDORE JN BG,11125,20:15:00,11126,GWL,1,,GWALIOR JN,Exp,0,562.0,12.16666667163372
1,07:50:00,GWL,Gwalior Indore Express,CR,0,0,1,GWALIOR JN,11126,19:30:00,11125,INDB,1,,INDORE JN BG,Exp,0,562.0,12.33333334326744
1,04:45:00,VRL,Veraval Pune Express,CR,0,0,1,VERAVAL,11087,06:25:00,11088,PUNE,1,,PUNE JN,Exp,0,1066.0,22.33333334326744
1,16:40:00,PUNE,Pune Veraval Express,CR,0,0,1,PUNE JN,11088,19:50:00,11087,VRL,1,,VERAVAL,Exp,0,1066.0,20.83333331346512
1,04:45:00,BGKT,BHAGAT KI KOTHI - PUNE Exp,CR,0,0,1,BHAGAT KI KOTHI,11089,05:30:00,11090,PUNE,1,,PUNE JN,Exp,0,1094.0,23.25
1,17:35:00,PUNE,PUNE - BHAGAT KI KOTHI Exp,CR,0,0,1,PUNE JN,11090,19:50:00,11089,BGKT,1,,BHAGAT KI KOTHI,Exp,0,1094.0,21.75
1,04:45:00,BHUJ,BHUJ - PUNE Ahimsa Exp,CR,0,0,1,BHUJ,11091,08:00:00,11092,PUNE,1,,PUNE JN,Exp,0,993.0,20.75
1,15:20:00,PUNE,PUNE - BHUJ Ahimsa Exp,CR,0,0,1,PUNE JN,11092,19:50:00,11091,BHUJ,1,,BHUJ,Exp,0,993.0,19.5
0,14:55:00,ABKP,AMBIKAPUR - JABALPUR Exp,WCR,0,0,1,AMBIKAPUR,11266,06:05:00,11265,JBP,0,,JABALPUR,Exp,0,433.0,8.833333313465118
1,16:15:00,CSTM,Nandigram Express,CR,0,0,1,MUMBAI CST,11401,16:35:00,11402,NGP,1,,NAGPUR,Exp,0,1139.0,23.66666668653488
1,05:40:00,NGP,Nandigram Express,CR,0,0,1,NAGPUR,11402,06:00:00,11401,CSTM,1,,MUMBAI CST,Exp,0,1139.0,23.66666668653488
1,15:25:00,NGP,NAGPUR - KOLHAPUR EXP,CR,0,0,1,NAGPUR,11403,15:00:00,11404,KOP,1,,C SHAHU M RAJ KOLHAPUR TERM,Exp,0,1038.0,24.41666665673256
1,12:35:00,KOP,KOLHAPUR - NAGPUR EXP,CR,0,0,1,C SHAHU M RAJ KOLHAPUR TERM,11404,12:50:00,11403,NGP,1,,NAGPUR,Exp,0,1038.0,23.75
1,04:15:00,JBP,JABALPUR - KOL HOWRAH Shaktipunj Exp,WCR,0,0,1,JABALPUR,11447,00:30:00,11448,HWH,1,,HOWRAH JN,Exp,0,1152.0,27.75
1,15:45:00,HWH,HOWRAH - JABALPUR Shaktipunj Exp,WCR,0,0,1,HOWRAH JN,11448,14:30:00,11447,JBP,1,,JABALPUR,Exp,0,1152.0,25.25
0,22:05:00,LKO,Lucknow-NewDelhi Swarn Shatabdi Express,NR,1,0,0,LUCKNOW,12003,15:35:00,12004,NDLS,0,,NEW DELHI,Shtb,0,511.0,6.5
0,21:10:00,RNC,Ranchi-Howrah Shatabdi Express,ER,1,0,0,RANCHI,12020,13:45:00,12019,HWH,0,,HOWRAH JN,Shtb,1,423.0,7.416666656732559
0,13:15:00,HWH,Barbil Janshatabdi,ER,1,0,0,HOWRAH JN,12021,06:20:00,12022,BBN,0,,Barbil,JShtb,0,398.0,6.916666686534882
0,20:50:00,BBN,Barbil Howrah Janshatabdi,ER,1,0,0,Barbil,12022,13:45:00,12021,HWH,0,,HOWRAH JN,JShtb,0,398.0,7.08333333581686
0,14:05:00,NDLS,New Delhi-Bhopal Shatabdi Express,NR,1,0,0,NEW DELHI,12002,06:15:00,12001,BPL,0,,BHOPAL JN,Shtb,1,701.0,7.833333313465118
0,12:30:00,NDLS,NewDelh-Lucknowi Swarn Shatabdi Express,NR,1,0,0,NEW DELHI,12004,06:15:00,12003,LKO,0,,LUCKNOW,SF,0,511.0,6.25
0,21:20:00,NDLS,New Delhi-Kalka Shatabdi,NR,1,0,0,NEW DELHI,12005,17:15:00,12006,KLK,0,,Kalka,Shtb,1,303.0,4.08333333581686
0,10:25:00,KLK,Kalka-New Delhi Shatabdi,NR,1,0,0,Kalka,12006,06:15:00,12005,NDLS,0,,NEW DELHI,Shtb,0,303.0,4.16666667163372
0,21:25:00,MYS,MYSORE - CHENNAI CENT Shatabdi Express,SR,1,0,0,MYSORE JN,12008,14:15:00,12007,MAS,0,,CHENNAI CENTRAL,Shtb,1,500.0,7.16666667163372
0,11:45:00,NDLS,Kalka Shatabdi Express,NR,1,0,0,NEW DELHI,12011,07:40:00,12012,KLK,0,,Kalka,Shtb,0,303.0,4.08333333581686
0,21:55:00,KLK,Kalka-New Delhi Shatabdi,NR,1,0,0,Kalka,12012,17:45:00,12011,NDLS,0,,NEW DELHI,Shtb,0,303.0,4.16666667163372
0,22:35:00,NDLS,New Delhi-Amritsar Shatabdi Express,NR,1,0,0,NEW DELHI,12013,16:30:00,12014,ASR,0,,AMRITSAR JN,Shtb,1,448.0,6.08333333581686
0,11:15:00,ASR,Amritsar-NewDelhi Shatabdi,NR,1,0,0,AMRITSAR JN,12014,05:00:00,12013,NDLS,0,,NEW DELHI,Shtb,1,448.0,6.25
0,12:40:00,NDLS,New Delhi-Ajmer Shatabdi,NR,1,0,0,NEW DELHI,12015,06:05:00,12016,AII,0,,AJMER JN,Shtb,1,443.0,6.583333313465118
0,22:40:00,AII,Ajmer-New Delhi Shatabdi,NR,1,0,0,AJMER JN,12016,15:50:00,12015,NDLS,0,,NEW DELHI,Shtb,1,443.0,6.833333313465118
0,12:40:00,NDLS,New Delhi-Dehradun Shatabdi,NR,1,0,0,NEW DELHI,12017,06:50:00,12018,DDN,0,,DEHRADUN,Shtb,1,315.0,5.833333313465118
0,22:45:00,DDN,Dehradun-New Delhi Shatabdi,NR,1,0,0,DEHRADUN,12018,17:00:00,12017,NDLS,0,,NEW DELHI,Shtb,1,315.0,5.75
0,22:15:00,HWH,Howrah-Patna Jan Shatabdi,ECR,1,0,0,HOWRAH JN,12023,14:05:00,12024,PNBE,0,,PATNA JN,JShtb,0,532.0,8.16666667163372
0,13:25:00,PNBE,Patna-Howrah Jan Shatabdi,ECR,1,0,0,PATNA JN,12024,05:45:00,12023,HWH,0,,HOWRAH JN,JShtb,0,532.0,7.666666686534882
0,14:10:00,PUNE,Pune-Secunderabad Shatabdi Express,CR,1,0,0,PUNE JN,12025,05:50:00,12026,SC,0,,SECUNDERABAD JN,Shtb,0,597.0,8.33333334326744
0,23:00:00,SC,Secunderabad-Pune Shatabdi,CR,1,0,0,SECUNDERABAD JN,12026,14:40:00,12025,PUNE,0,,PUNE JN,Shtb,1,597.0,8.33333334326744
0,11:00:00,SBC,BANGALORE CITY - CHENNAI CENT Shatabdi Exp,SWR,1,0,0,BANGALORE CITY JN,12028,06:00:00,12027,MAS,0,,CHENNAI CENTRAL,Shtb,0,362.0,5.0
0,13:25:00,NDLS,New Delhi-Amritsar Swarna Shatabdi Express,NR,1,0,0,NEW DELHI,12029,07:20:00,12030,ASR,0,,AMRITSAR JN,Shtb,1,448.0,6.08333333581686
0,13:25:00,NDLS,Amritsar Shatabdi Express,NR,1,0,0,NEW DELHI,12031,07:20:00,12032,ASR,0,,AMRITSAR JN,Shtb,1,448.0,6.08333333581686
0,23:05:00,ASR,Amritsar Shatabdi Express,NR,1,0,0,AMRITSAR JN,12032,16:55:00,12031,NDLS,0,,NEW DELHI,Shtb,1,448.0,6.16666667163372
0,11:10:00,CNB,Kanpur Shatabdi,NCR,1,0,0,KANPUR CENTRAL,12033,06:00:00,12034,NDLS,0,,NEW DELHI,Shtb,1,437.0,5.16666667163372
0,20:50:00,NDLS,New Delhi-Kanpur Shatabdi Express,NCR,1,0,0,NEW DELHI,12034,15:55:00,12033,CNB,0,,KANPUR CENTRAL,Shtb,1,437.0,4.916666686534882
0,12:20:00,NDLS,New Delhi-Ludhiana Shatabdi Express,NR,1,0,0,NEW DELHI,12037,07:00:00,12038,LDH,0,,LUDHIANA JN,Shtb,0,329.0,5.333333343267441
0,22:05:00,LDH,Ludhiana-New Delhi Shatabdi Express,NR,1,0,0,LUDHIANA JN,12038,16:40:00,12037,NDLS,0,,NEW DELHI,Shtb,0,329.0,5.416666656732559
0,14:10:00,DR,DADAR - MADGAON Jan Shatabdi Exp,KR,1,0,0,MUMBAI DADAR CENTRAL,12051,05:10:00,12052,MAO,0,,MADGAON,JShtb,0,765.0,9.0
0,23:20:00,MAO,MADGAON - DADAR Jan Shatabdi Exp,KR,1,0,0,MADGAON,12052,14:30:00,12051,DR,0,,MUMBAI DADAR CENTRAL,JShtb,0,765.0,8.833333313465118
0,21:55:00,HW,Haridwar Amritsar Jan Shatabdi Express,NR,1,0,0,HARIDWAR JN,12053,14:35:00,12054,ASR,0,,AMRITSAR JN,JShtb,0,407.0,7.333333343267441
0,13:55:00,ASR,Amritsar Haridwar Jan Shatabdi,NR,1,0,0,AMRITSAR JN,12054,07:00:00,12053,HW,0,,HARIDWAR JN,JShtb,0,407.0,6.916666686534882
0,21:10:00,NDLS,Dehradun Jan Shatabdi Express,NR,1,0,0,NEW DELHI,12055,15:15:00,12056,DDN,0,,DEHRADUN,JShtb,0,303.0,5.916666686534882
0,12:30:00,KOTA,Kota-Hazrat Nizamuddin Jan Shatabdi,WCR,1,0,0,KOTA JN,12059,05:55:00,12060,NZM,0,,DELHI H NIZAMUDDIN,JShtb,0,458.0,6.583333313465118
0,19:40:00,NZM,Hazarat Nizamuddin-Kota Jan Shatabdi,WCR,1,0,0,DELHI H NIZAMUDDIN,12060,13:20:00,12059,KOTA,0,,KOTA JN,JShtb,0,458.0,6.333333343267441
0,13:10:00,GHY,Guwahati Jorhat Jan Shatabdi,NFR,1,0,0,GUWAHATI,12067,06:30:00,12068,JTTN,0,,Jorhat Town,JShtb,0,376.0,6.666666686534882
0,21:20:00,MV,Mayiladuturai-Coimbatore Jan Shatabdi,SR,1,0,0,MAYILADUTURAI JN,12083,14:45:00,12084,CBE,0,,COIMBATORE JN,JShtb,0,362.0,6.583333313465118
1,15:10:00,LTT,Mumbai LTT Lucknow Superfast Express,CR,0,0,1,LOKMANYA TILAK TERM,12107,16:25:00,12108,LJN,1,,LUCKNOW JN,SF,0,1410.0,22.75
0,10:45:00,MMR,Panchavati Express,CR,1,0,0,MANMAD JN,12110,06:10:00,12109,CSTM,0,,MUMBAI CST,SF,0,261.0,4.583333313465118
0,11:15:00,DDN,Dehradun Jan Shatabdi Express,NR,1,0,0,DEHRADUN,12056,05:10:00,12055,NDLS,0,,NEW DELHI,JShtb,0,305.0,6.08333333581686
0,20:45:00,JTTN,Jorhat Guwahati Jan Shatabdi,NFR,1,0,0,Jorhat Town,12068,13:55:00,12067,GHY,0,,GUWAHATI,JShtb,0,376.0,6.833333313465118
0,13:25:00,RIG,Raigarh-Gondia Jan Shatabdi,SECR,1,0,0,RAIGARH,12069,06:25:00,12070,G,0,,GONDIA JN,JShtb,0,414.0,7.0
0,22:00:00,G,Gondia-Raigarh Jan Shatabdi,SECR,1,0,0,GONDIA JN,12070,15:00:00,12069,RIG,0,,RAIGARH,JShtb,0,414.0,7.0
0,12:45:00,AWB,Aurangabad Mumbai Jan Shatabdi,SCR,1,0,0,AURANGABAD,12072,06:00:00,12071,CSTM,0,,MUMBAI CST,JShtb,0,374.0,6.75
0,12:50:00,BBS,Bhubaneswar-Howrah Jan Shatabdi Express,ECoR,1,0,0,BHUBANESWAR,12074,06:20:00,12073,HWH,0,,HOWRAH JN,JShtb,0,439.0,6.5
0,20:55:00,CLT,Kozhikode-Trivandrum Jan Shatabdi Express,SR,1,0,0,KOZHIKODE,12075,13:40:00,12076,TVC,0,,TRIVANDRUM CENTRAL,JShtb,0,399.0,7.25
0,13:00:00,TVC,Trivandrum-Kozhikode Jan Shatabdi Express,SR,1,0,0,TRIVANDRUM CENTRAL,12076,06:00:00,12075,CLT,0,,KOZHIKODE,JShtb,0,399.0,7.0
0,21:10:00,BZA,Vijayawada Chennai Jan Shatabdi,SR,1,0,0,VIJAYAWADA JN,12078,14:35:00,12077,MAS,0,,CHENNAI CENTRAL,JShtb,0,431.0,6.583333313465118
0,13:25:00,SBC,Bangalore City-Hubli Jan Shatabdi,SWR,1,0,0,BANGALORE CITY JN,12079,06:00:00,12080,UBL,0,,HUBLI JN,JShtb,0,469.0,7.416666656732559
0,21:25:00,UBL,Hubli Bangalore Janshatabdi,SWR,1,0,0,HUBLI JN,12080,14:00:00,12079,SBC,0,,BANGALORE CITY JN,JShtb,0,469.0,7.416666656732559
0,13:45:00,CLT,Kozhikode - Trivandrum Jan Shatabdi,SR,1,0,0,KOZHIKODE,12081,06:15:00,12082,TVC,0,,TRIVANDRUM CENTRAL,JShtb,0,413.0,7.5
0,22:05:00,TVC,Trivandrum-Kozhikode Jan Shatabdi,SR,1,0,0,TRIVANDRUM CENTRAL,12082,14:20:00,"Trivandrum Jan Shatabdi"" href=/train/13981/1242/59> 12081",CLT,0,,KOZHIKODE,JShtb,0,413.0,7.75
1,03:35:00,LTT,MUMBAI LTT - HOWRAH Janeswari Super Deluxe Exp,CR,0,0,1,LOKMANYA TILAK TERM,12101,20:35:00,12102,HWH,1,,HOWRAH JN,SF,1,1952.0,31.0
1,05:45:00,HWH,HOWRAH - MUMBAI LTT Janeswari Super Deluxe Exp,CR,0,0,1,HOWRAH JN,12102,22:55:00,12101,LTT,1,,LOKMANYA TILAK TERM,SF,1,1952.0,30.83333331346512
1,11:10:00,CSTM,Vidarbha Express,CR,0,0,1,MUMBAI CST,12105,19:10:00,12106,G,1,,GONDIA JN,SF,1,968.0,16.0
1,06:50:00,G,Vidarbha Express,CR,0,0,1,GONDIA JN,12106,14:55:00,12105,CSTM,1,,MUMBAI CST,SF,1,968.0,15.916666686534882
0,22:50:00,CSTM,Panchavati Express,CR,1,0,0,MUMBAI CST,12109,18:15:00,12110,MMR,0,,MANMAD JN,SF,0,261.0,4.583333313465118
1,08:15:00,CSTM,Mumbai CST-Amaravati SF Express,CR,0,0,1,MUMBAI CST,12111,20:05:00,12112,AMI,1,,Amravati,SF,1,673.0,12.16666667163372
1,06:35:00,AMI,Amaravati-Mumbai CST Express,CR,0,0,1,Amravati,12112,19:05:00,12111,CSTM,1,,MUMBAI CST,SF,1,673.0,11.5
1,09:25:00,PUNE,Pune-Nagpur Garib Rath Express,CR,0,0,0,PUNE JN,12113,17:40:00,12114,NGP,0,,NAGPUR,GR,0,890.0,15.75
1,09:45:00,NGP,Nagpur-Pune Garib Rath,CR,0,0,0,NAGPUR,12114,18:35:00,12113,PUNE,0,,PUNE JN,GR,0,890.0,15.16666667163372
1,06:57:00,CSTM,Siddheshwar Express,CR,0,0,1,MUMBAI CST,12115,22:42:00,12116,SUR,1,,SOLAPUR JN,SF,1,455.0,8.25
1,07:00:00,SUR,Siddheshwar Express,CR,0,0,1,SOLAPUR JN,12116,22:45:00,12115,CSTM,1,,MUMBAI CST,SF,1,455.0,8.25
1,09:25:00,PUNE,Pune -Nagpur SuperFast Express,CR,0,0,1,PUNE JN,12135,17:40:00,12136,NGP,1,,NAGPUR,SF,0,890.0,15.75
1,09:45:00,NGP,Nagpur Pune Express,CR,0,0,1,NAGPUR,12136,18:35:00,12135,PUNE,1,,PUNE JN,SF,0,890.0,15.16666667163372
1,06:10:00,CSTM,Sevagram Express,CR,0,0,1,MUMBAI CST,12139,15:00:00,12140,NGP,1,,NAGPUR,SF,0,838.0,15.16666667163372
1,12:00:00,NGP,Sevagram Express,CR,0,0,1,NAGPUR,12140,21:00:00,12139,CSTM,1,,MUMBAI CST,SF,0,838.0,15.0
1,22:45:00,AGC,Lashkar Express,CR,0,0,1,AGRA CANTT,12162,23:50:00,12161,LTT,1,,LOKMANYA TILAK TERM,SF,0,1334.0,22.91666668653488
0,20:25:00,CSTM,Deccan Queen SF Express,CR,1,0,0,MUMBAI CST,12123,17:10:00,12124,PUNE,0,,PUNE JN,SF,0,192.0,3.25
0,10:25:00,PUNE,Deccan Queen SF Express,CR,1,0,0,PUNE JN,12124,07:15:00,12123,CSTM,0,,MUMBAI CST,SF,0,192.0,3.1666666716337204
0,19:53:00,CSTM,Pragati Superfast Express,CR,1,0,0,MUMBAI CST,12125,16:25:00,12124,PUNE,0,,PUNE JN,SF,0,192.0,3.466666668653488
0,11:10:00,PUNE,Pragati Superfast Express,CR,1,0,0,PUNE JN,12126,07:50:00,12127,CSTM,0,,MUMBAI CST,SF,0,192.0,3.333333343267441
0,09:52:00,CSTM,MumbaiCST-Pune SF InterCity,CR,1,0,0,MUMBAI CST,12127,06:45:00,12128,PUNE,0,,PUNE JN,SF,0,192.0,3.116666667163372
0,21:00:00,PUNE,Pune-MumbaiCST Intercity Express,CR,1,0,0,PUNE JN,12128,17:55:00,12127,CSTM,0,,MUMBAI CST,SF,0,192.0,3.08333333581686
1,03:50:00,PUNE,PUNE - HOWRAH Azad Hind SF Exp,CR,0,0,1,PUNE JN,12129,18:25:00,12130,HWH,1,,HOWRAH JN,SF,0,2020.0,33.41666665673256
1,06:50:00,HWH,HOWRAH - PUNE Azad Hind SF Exp,CR,0,0,1,HOWRAH JN,12130,21:55:00,12129,PUNE,1,,PUNE JN,SF,0,2020.0,32.91666668653488
1,03:51:00,DR,Mumbai Dadar-Sainagar Shirdi Express,CR,0,0,1,MUMBAI DADAR CENTRAL,12131,21:45:00,12132,SNSI,1,,SAINAGAR SHIRDI,SF,0,336.0,6.100000001490116
1,16:05:00,SNSI,Sainagar Shirdi-Mumbai Dadar Express,CR,0,0,1,SAINAGAR SHIRDI,12132,10:00:00,12131,DR,1,,MUMBAI DADAR CENTRAL,SF,0,336.0,6.08333333581686
1,04:40:00,LTT,MUMBAI LTT - PATLIPUTRA SF Exp,CR,0,0,1,LOKMANYA TILAK TERM,12141,23:25:00,12142,PPTA,1,,PATLIPUTRA,SF,0,1714.0,29.25
1,05:30:00,LTT,MUMBAI LTT - PURI SF Exp,CR,0,0,1,LOKMANYA TILAK TERM,12145,20:35:00,12146,PURI,1,,PURI,SF,0,1818.0,32.91666668653488
1,04:00:00,PUNE,PUNE - PATLIPUTRA SF Exp,CR,0,0,1,PUNE JN,12149,20:55:00,12150,PPTA,1,,PATLIPUTRA,SF,0,1781.0,31.08333333581686
1,05:30:00,PPTA,PATLIPUTRA - PUNE SF Exp,CR,0,0,1,PATLIPUTRA,12150,22:55:00,12149,PUNE,1,,PUNE JN,SF,0,1780.0,30.58333331346512
1,08:25:00,LTT,MUMBAI LTT - HOWRAH Samarsata SF Exp,CR,0,0,1,LOKMANYA TILAK TERM,12151,20:35:00,12152,HWH,1,,HOWRAH JN,SF,1,2082.0,35.83333331346512
1,07:30:00,HWH,HOWRAH - MUMBAI LTT Samarsata SF Exp,CR,0,0,1,HOWRAH JN,12152,21:15:00,12151,LTT,1,,LOKMANYA TILAK TERM,SF,1,2082.0,34.25
1,08:05:00,HBJ,Shaan-e-Bhopal Express,WCR,0,0,1,HABIBGANJ,12155,21:05:00,12156,NZM,1,,DELHI H NIZAMUDDIN,SF,1,700.0,11.0
1,07:05:00,NZM,Shaan E Bhopal SF Express,WCR,0,0,1,DELHI H NIZAMUDDIN,12156,21:00:00,12155,HBJ,1,,HABIBGANJ,SF,1,700.0,10.08333333581686
0,22:00:00,PUNE,Hutatma Express,CR,1,0,0,PUNE JN,12157,18:00:00,12158,SUR,0,,SOLAPUR JN,SF,0,264.0,4.0
0,10:30:00,SUR,Hutatma Express,CR,1,0,0,SOLAPUR JN,12158,06:30:00,12157,PUNE,0,,PUNE JN,SF,0,264.0,4.0
1,06:45:00,AMI,Amravati -Jabalpur Express,CR,0,0,1,Amravati,12159,17:45:00,12160,JBP,1,,JABALPUR,SF,0,726.0,13.0
1,09:50:00,JBP,Jabalpur - Amravati Express,CR,0,0,1,JABALPUR,12160,20:50:00,12159,AMI,1,,Amravati,SF,0,726.0,13.0
1,21:40:00,BSB,VARANASI - MUMBAI LTT Ratnagiri SF Exp,CR,0,0,1,VARANASI JN,12166,20:25:00,12165,LTT,1,,LOKMANYA TILAK TERM,SF,0,1483.0,25.25
1,03:50:00,LTT,MUMBAI LTT - VARANASI SF Exp,CR,0,0,1,LOKMANYA TILAK TERM,12167,00:35:00,12168,BSB,0,,VARANASI JN,SF,0,1480.0,27.25
